profile_id,person_id,annual_income_k,income_bracket,spending_score,preferred_segment,loyalty_tier,loyalty_discount,preferred_category,num_purchases_yr
1046,2280,109,>50k,47,Moderate,Silver,0.1,Elettronica,42
1047,2318,29,15k-30k,30,Moderate,Bronze,0.05,Abbigliamento,21
1048,3357,21,15k-30k,67,Value_Seeker,Bronze,0.05,Casa,21
1049,5482,27,15k-30k,61,Value_Seeker,Gold,0.15,Casa,11
1050,6539,16,15k-30k,51,Moderate,Silver,0.1,Alimentari,38
1051,6008,45,30k-50k,67,Enthusiast,Platinum,0.25,Sport,34
1052,710,83,>50k,78,Premium,Bronze,0.05,Elettronica,37
1053,558,16,15k-30k,48,Moderate,Platinum,0.25,Elettronica,11
1054,6315,24,15k-30k,89,Value_Seeker,Bronze,0.05,Sport,46
1055,7221,14,<15k,91,Value_Seeker,Bronze,0.05,Alimentari,13
1056,6255,6,<15k,20,Budget,Silver,0.1,Alimentari,41
1057,907,13,<15k,39,Moderate,Silver,0.1,Elettronica,40
1058,3898,30,30k-50k,1,Budget,Platinum,0.25,Casa,4
1059,1433,14,<15k,53,Moderate,Gold,0.15,Sport,41
1060,2405,9,<15k,35,Moderate,Bronze,0.05,Abbigliamento,35
1061,7243,39,30k-50k,28,Budget,Silver,0.1,Alimentari,27
1062,4127,19,15k-30k,71,Value_Seeker,Silver,0.1,Abbigliamento,16
1063,7067,31,30k-50k,9,Budget,Gold,0.15,Viaggi,47
1064,5576,6,<15k,62,Value_Seeker,Silver,0.1,Viaggi,30
1065,2210,45,30k-50k,47,Moderate,Silver,0.1,Elettronica,46
1066,6340,10,<15k,58,Moderate,Platinum,0.25,Casa,16
1067,926,9,<15k,62,Value_Seeker,Bronze,0.05,Casa,4
1068,15,12,<15k,15,Budget,Bronze,0.05,Alimentari,19
1069,315,23,15k-30k,33,Moderate,Bronze,0.05,Abbigliamento,38
1070,4192,8,<15k,90,Value_Seeker,Bronze,0.05,Alimentari,40
1071,2692,18,15k-30k,26,Budget,Platinum,0.25,Casa,21
1072,1362,97,>50k,88,Premium,Silver,0.1,Elettronica,5
1073,5363,15,15k-30k,21,Budget,Bronze,0.05,Casa,3
1074,2114,25,15k-30k,19,Budget,Silver,0.1,Alimentari,29
1075,5351,13,<15k,40,Moderate,Gold,0.15,Elettronica,20
1076,7298,9,<15k,82,Value_Seeker,Bronze,0.05,Alimentari,30
1077,1170,38,30k-50k,34,Moderate,Gold,0.15,Elettronica,19
1078,6683,11,<15k,66,Value_Seeker,Bronze,0.05,Alimentari,47
1079,5540,42,30k-50k,46,Moderate,Gold,0.15,Alimentari,30
1080,2638,26,15k-30k,48,Moderate,Silver,0.1,Casa,18
1081,5411,16,15k-30k,75,Value_Seeker,Silver,0.1,Elettronica,6
1082,5632,10,<15k,75,Value_Seeker,Gold,0.15,Abbigliamento,4
1083,1323,10,<15k,37,Moderate,Bronze,0.05,Abbigliamento,45
1084,5548,29,15k-30k,44,Moderate,Gold,0.15,Abbigliamento,50
1085,5130,11,<15k,94,Value_Seeker,Bronze,0.05,Abbigliamento,1
1086,4645,25,15k-30k,56,Moderate,Bronze,0.05,Elettronica,25
1087,2522,6,<15k,29,Budget,Bronze,0.05,Alimentari,14
1088,6934,33,30k-50k,16,Budget,Bronze,0.05,Elettronica,43
1089,4758,12,<15k,77,Value_Seeker,Silver,0.1,Abbigliamento,6
1090,4774,7,<15k,74,Value_Seeker,Bronze,0.05,Elettronica,44
1091,4819,8,<15k,41,Moderate,Silver,0.1,Sport,34
1092,6822,36,30k-50k,59,Moderate,Bronze,0.05,Elettronica,39
1093,1894,17,15k-30k,81,Value_Seeker,Silver,0.1,Casa,41
1094,3238,13,<15k,89,Value_Seeker,Bronze,0.05,Viaggi,35
1095,4995,21,15k-30k,82,Value_Seeker,Platinum,0.25,Viaggi,1
1096,1964,18,15k-30k,61,Value_Seeker,Silver,0.1,Sport,45
1097,931,5,<15k,56,Moderate,Bronze,0.05,Sport,36
1098,5266,47,30k-50k,36,Moderate,Silver,0.1,Sport,39
1099,7207,92,>50k,54,Moderate,Gold,0.15,Elettronica,34
1100,652,37,30k-50k,27,Budget,Gold,0.15,Alimentari,21
1101,7318,17,15k-30k,42,Moderate,Silver,0.1,Alimentari,36
1102,5174,28,15k-30k,75,Value_Seeker,Bronze,0.05,Elettronica,45
1103,6594,24,15k-30k,17,Budget,Bronze,0.05,Sport,25
1104,4561,52,>50k,24,Budget,Platinum,0.25,Casa,18
1105,3383,31,30k-50k,61,Enthusiast,Gold,0.15,Sport,25
1106,6613,10,<15k,52,Moderate,Gold,0.15,Alimentari,32
1107,4641,16,15k-30k,11,Budget,Gold,0.15,Elettronica,5
1108,2653,10,<15k,58,Moderate,Bronze,0.05,Viaggi,43
1109,1952,15,15k-30k,45,Moderate,Silver,0.1,Abbigliamento,13
1110,4935,6,<15k,51,Moderate,Silver,0.1,Lusso,9
1111,3491,25,15k-30k,63,Value_Seeker,Bronze,0.05,Casa,41
1112,6215,10,<15k,33,Moderate,Silver,0.1,Abbigliamento,6
1113,63,46,30k-50k,45,Moderate,Silver,0.1,Elettronica,43
1114,3590,32,30k-50k,40,Moderate,Platinum,0.25,Abbigliamento,45
1115,6344,44,30k-50k,45,Moderate,Silver,0.1,Casa,11
1116,1454,26,15k-30k,15,Budget,Gold,0.15,Abbigliamento,4
1117,2664,73,>50k,44,Moderate,Silver,0.1,Sport,36
1118,5673,44,30k-50k,45,Moderate,Bronze,0.05,Alimentari,32
1119,4907,47,30k-50k,55,Moderate,Silver,0.1,Sport,47
1120,6913,5,<15k,96,Value_Seeker,Bronze,0.05,Abbigliamento,19
1121,1891,27,15k-30k,66,Value_Seeker,Gold,0.15,Viaggi,33
1122,2521,21,15k-30k,59,Moderate,Bronze,0.05,Alimentari,43
1123,5310,7,<15k,85,Value_Seeker,Silver,0.1,Casa,26
1124,3978,35,30k-50k,38,Moderate,Silver,0.1,Elettronica,24
1125,3827,29,15k-30k,81,Value_Seeker,Silver,0.1,Casa,50
1126,1860,10,<15k,82,Value_Seeker,Gold,0.15,Viaggi,47
1127,6606,13,<15k,51,Moderate,Silver,0.1,Abbigliamento,50
1128,5108,33,30k-50k,83,Enthusiast,Bronze,0.05,Elettronica,17
1129,2495,37,30k-50k,53,Moderate,Platinum,0.25,Viaggi,43
1130,2268,7,<15k,100,Value_Seeker,Bronze,0.05,Viaggi,9
1131,1789,85,>50k,61,Enthusiast,Silver,0.1,Casa,32
1132,6891,13,<15k,48,Moderate,Silver,0.1,Casa,7
1133,5168,16,15k-30k,34,Moderate,Silver,0.1,Abbigliamento,3
1134,3753,59,>50k,47,Moderate,Gold,0.15,Casa,46
1135,7487,5,<15k,48,Moderate,Silver,0.1,Alimentari,14
1136,2112,87,>50k,80,Premium,Silver,0.1,Lusso,15
1137,5521,29,15k-30k,49,Moderate,Bronze,0.05,Alimentari,31
1138,4486,22,15k-30k,17,Budget,Bronze,0.05,Casa,41
1139,5823,6,<15k,64,Value_Seeker,Bronze,0.05,Casa,7
1140,3418,120,>50k,57,Moderate,Gold,0.15,Abbigliamento,13
1141,4048,13,<15k,50,Moderate,Silver,0.1,Alimentari,10
1142,303,45,30k-50k,50,Moderate,Platinum,0.25,Viaggi,41
1143,3779,24,15k-30k,49,Moderate,Bronze,0.05,Sport,21
1144,7351,11,<15k,72,Value_Seeker,Platinum,0.25,Casa,12
1145,6026,9,<15k,71,Value_Seeker,Gold,0.15,Alimentari,43
1146,7472,23,15k-30k,57,Moderate,Silver,0.1,Viaggi,45
1147,2388,14,<15k,34,Moderate,Silver,0.1,Elettronica,23
1148,2917,5,<15k,100,Value_Seeker,Silver,0.1,Viaggi,35
1149,7059,15,15k-30k,18,Budget,Bronze,0.05,Casa,23
1150,5674,10,<15k,57,Moderate,Silver,0.1,Lusso,23
1151,240,26,15k-30k,28,Budget,Bronze,0.05,Elettronica,38
1152,783,114,>50k,62,Enthusiast,Gold,0.15,Elettronica,47
1153,1354,89,>50k,57,Moderate,Bronze,0.05,Abbigliamento,49
1154,2688,21,15k-30k,46,Moderate,Platinum,0.25,Alimentari,4
1155,977,10,<15k,90,Value_Seeker,Bronze,0.05,Alimentari,46
1156,809,45,30k-50k,67,Enthusiast,Gold,0.15,Casa,35
1157,2926,27,15k-30k,43,Moderate,Silver,0.1,Abbigliamento,17
1158,2973,32,30k-50k,61,Enthusiast,Gold,0.15,Sport,22
1159,257,14,<15k,91,Value_Seeker,Silver,0.1,Viaggi,11
1160,1599,10,<15k,82,Value_Seeker,Bronze,0.05,Sport,49
1161,893,8,<15k,57,Moderate,Gold,0.15,Viaggi,45
1162,1744,10,<15k,28,Budget,Silver,0.1,Alimentari,17
1163,7334,7,<15k,66,Value_Seeker,Platinum,0.25,Alimentari,38
1164,5809,13,<15k,73,Value_Seeker,Gold,0.15,Alimentari,38
1165,2758,47,30k-50k,29,Budget,Gold,0.15,Casa,23
1166,4318,41,30k-50k,45,Moderate,Gold,0.15,Casa,33
1167,1801,88,>50k,53,Moderate,Silver,0.1,Casa,8
1168,6398,15,15k-30k,77,Value_Seeker,Silver,0.1,Alimentari,7
1169,6679,19,15k-30k,87,Value_Seeker,Bronze,0.05,Abbigliamento,2
1170,6437,65,>50k,78,Premium,Gold,0.15,Abbigliamento,1
1171,2249,11,<15k,58,Moderate,Gold,0.15,Elettronica,16
1172,2298,85,>50k,77,Premium,Silver,0.1,Casa,14
1173,1513,97,>50k,67,Enthusiast,Bronze,0.05,Sport,43
1174,4207,22,15k-30k,48,Moderate,Bronze,0.05,Casa,48
1175,4941,19,15k-30k,91,Value_Seeker,Gold,0.15,Alimentari,5
1176,367,18,15k-30k,35,Moderate,Silver,0.1,Abbigliamento,30
1177,5165,26,15k-30k,62,Value_Seeker,Platinum,0.25,Sport,11
1178,4325,28,15k-30k,66,Value_Seeker,Silver,0.1,Casa,3
1179,4464,15,15k-30k,44,Moderate,Gold,0.15,Viaggi,12
1180,2199,39,30k-50k,56,Moderate,Gold,0.15,Casa,37
1181,3007,16,15k-30k,68,Value_Seeker,Platinum,0.25,Elettronica,13
1182,1092,73,>50k,59,Moderate,Silver,0.1,Viaggi,28
1183,124,25,15k-30k,59,Moderate,Gold,0.15,Abbigliamento,3
1184,5465,6,<15k,62,Value_Seeker,Bronze,0.05,Elettronica,8
1185,2654,11,<15k,75,Value_Seeker,Silver,0.1,Casa,17
1186,75,23,15k-30k,45,Moderate,Silver,0.1,Lusso,45
1187,5537,48,30k-50k,38,Moderate,Silver,0.1,Abbigliamento,24
1188,1557,17,15k-30k,50,Moderate,Gold,0.15,Viaggi,37
1189,6280,39,30k-50k,68,Enthusiast,Platinum,0.25,Casa,31
1190,453,111,>50k,20,Budget,Gold,0.15,Alimentari,6
1191,7114,20,15k-30k,31,Moderate,Silver,0.1,Viaggi,1
1192,3149,9,<15k,100,Value_Seeker,Bronze,0.05,Casa,7
1193,3165,22,15k-30k,55,Moderate,Gold,0.15,Alimentari,34
1194,2399,44,30k-50k,36,Moderate,Silver,0.1,Alimentari,48
1195,808,7,<15k,75,Value_Seeker,Platinum,0.25,Abbigliamento,43
1196,2118,43,30k-50k,29,Budget,Gold,0.15,Alimentari,26
1197,6392,61,>50k,12,Budget,Platinum,0.25,Alimentari,33
1198,2063,8,<15k,67,Value_Seeker,Gold,0.15,Casa,8
1199,1119,8,<15k,45,Moderate,Bronze,0.05,Abbigliamento,20
1200,2859,37,30k-50k,47,Moderate,Platinum,0.25,Casa,23
1201,1129,34,30k-50k,51,Moderate,Platinum,0.25,Sport,49
1202,834,24,15k-30k,52,Moderate,Bronze,0.05,Alimentari,29
1203,2407,10,<15k,25,Budget,Platinum,0.25,Sport,22
1204,3341,13,<15k,60,Enthusiast,Bronze,0.05,Lusso,48
1205,5768,10,<15k,68,Value_Seeker,Bronze,0.05,Casa,25
1206,1235,41,30k-50k,16,Budget,Silver,0.1,Casa,10
1207,7174,14,<15k,29,Budget,Gold,0.15,Alimentari,38
1208,2641,22,15k-30k,28,Budget,Silver,0.1,Alimentari,16
1209,4568,14,<15k,74,Value_Seeker,Bronze,0.05,Alimentari,17
1210,2301,12,<15k,20,Budget,Silver,0.1,Alimentari,9
1211,7080,31,30k-50k,61,Enthusiast,Gold,0.15,Alimentari,15
1212,4669,27,15k-30k,57,Moderate,Bronze,0.05,Casa,9
1213,6346,16,15k-30k,44,Moderate,Bronze,0.05,Lusso,13
1214,5257,36,30k-50k,15,Budget,Gold,0.15,Abbigliamento,50
1215,3624,8,<15k,44,Moderate,Bronze,0.05,Casa,10
1216,4077,27,15k-30k,65,Value_Seeker,Bronze,0.05,Alimentari,47
1217,1657,9,<15k,85,Value_Seeker,Silver,0.1,Alimentari,42
1218,7467,69,>50k,34,Moderate,Gold,0.15,Sport,49
1219,349,18,15k-30k,72,Value_Seeker,Gold,0.15,Viaggi,29
1220,452,25,15k-30k,63,Value_Seeker,Bronze,0.05,Alimentari,42
1221,172,81,>50k,54,Moderate,Bronze,0.05,Viaggi,1
1222,1405,12,<15k,45,Moderate,Bronze,0.05,Alimentari,5
1223,4538,24,15k-30k,38,Moderate,Bronze,0.05,Elettronica,34
1224,6763,29,15k-30k,86,Value_Seeker,Silver,0.1,Elettronica,22
1225,422,28,15k-30k,53,Moderate,Silver,0.1,Abbigliamento,42
1226,2288,9,<15k,86,Value_Seeker,Silver,0.1,Abbigliamento,42
1227,6571,30,30k-50k,49,Moderate,Silver,0.1,Abbigliamento,23
1228,7348,23,15k-30k,40,Moderate,Silver,0.1,Elettronica,18
1229,3091,6,<15k,71,Value_Seeker,Bronze,0.05,Alimentari,22
1230,6992,28,15k-30k,93,Value_Seeker,Gold,0.15,Abbigliamento,13
1231,4489,12,<15k,47,Moderate,Silver,0.1,Abbigliamento,23
1232,4591,5,<15k,78,Value_Seeker,Bronze,0.05,Elettronica,28
1233,1580,8,<15k,63,Value_Seeker,Bronze,0.05,Casa,19
1234,5096,39,30k-50k,16,Budget,Gold,0.15,Alimentari,39
1235,135,75,>50k,25,Budget,Bronze,0.05,Alimentari,9
1236,1310,10,<15k,50,Moderate,Silver,0.1,Sport,34
1237,6749,42,30k-50k,51,Moderate,Silver,0.1,Alimentari,41
1238,2095,28,15k-30k,67,Value_Seeker,Platinum,0.25,Elettronica,42
1239,4288,10,<15k,28,Budget,Silver,0.1,Alimentari,39
1240,7304,18,15k-30k,63,Value_Seeker,Silver,0.1,Viaggi,17
1241,4457,15,15k-30k,47,Moderate,Bronze,0.05,Viaggi,38
1242,807,32,30k-50k,45,Moderate,Bronze,0.05,Viaggi,38
1243,2045,109,>50k,66,Enthusiast,Gold,0.15,Casa,26
1244,4928,51,>50k,89,Premium,Platinum,0.25,Elettronica,16
1245,1956,36,30k-50k,51,Moderate,Silver,0.1,Viaggi,23
1246,4374,13,<15k,32,Moderate,Bronze,0.05,Elettronica,25
1247,1073,18,15k-30k,46,Moderate,Bronze,0.05,Sport,24
1248,144,35,30k-50k,62,Enthusiast,Gold,0.15,Casa,23
1249,1340,10,<15k,77,Value_Seeker,Bronze,0.05,Abbigliamento,20
1250,2436,19,15k-30k,63,Value_Seeker,Gold,0.15,Abbigliamento,11
1251,2751,13,<15k,49,Moderate,Bronze,0.05,Sport,24
1252,2614,28,15k-30k,22,Budget,Silver,0.1,Alimentari,21
1253,6493,9,<15k,71,Value_Seeker,Gold,0.15,Alimentari,19
1254,2484,17,15k-30k,25,Budget,Silver,0.1,Abbigliamento,46
1255,1003,27,15k-30k,63,Value_Seeker,Silver,0.1,Elettronica,39
1256,555,13,<15k,73,Value_Seeker,Bronze,0.05,Alimentari,21
1257,6319,9,<15k,50,Moderate,Bronze,0.05,Abbigliamento,48
1258,1485,10,<15k,57,Moderate,Bronze,0.05,Alimentari,46
1259,1471,101,>50k,58,Moderate,Silver,0.1,Casa,7
1260,4439,18,15k-30k,37,Moderate,Platinum,0.25,Casa,47
1261,3872,25,15k-30k,22,Budget,Silver,0.1,Casa,41
1262,981,8,<15k,59,Moderate,Bronze,0.05,Elettronica,31
1263,2457,12,<15k,61,Value_Seeker,Gold,0.15,Casa,25
1264,6618,112,>50k,82,Premium,Gold,0.15,Viaggi,45
1265,5396,25,15k-30k,34,Moderate,Platinum,0.25,Alimentari,18
1266,654,28,15k-30k,71,Value_Seeker,Silver,0.1,Elettronica,2
1267,4991,23,15k-30k,27,Budget,Platinum,0.25,Alimentari,26
1268,5676,14,<15k,33,Moderate,Silver,0.1,Abbigliamento,43
1269,4086,20,15k-30k,43,Moderate,Platinum,0.25,Alimentari,25
1270,589,5,<15k,41,Moderate,Silver,0.1,Alimentari,5
1271,3296,32,30k-50k,17,Budget,Platinum,0.25,Casa,19
1272,5669,9,<15k,98,Value_Seeker,Silver,0.1,Sport,36
1273,2698,29,15k-30k,40,Moderate,Bronze,0.05,Sport,20
1274,4240,8,<15k,100,Value_Seeker,Bronze,0.05,Alimentari,2
1275,5190,29,15k-30k,30,Moderate,Bronze,0.05,Viaggi,13
1276,3781,27,15k-30k,15,Budget,Bronze,0.05,Abbigliamento,20
1277,2592,80,>50k,80,Premium,Gold,0.15,Elettronica,47
1278,7338,26,15k-30k,35,Moderate,Silver,0.1,Alimentari,43
1279,677,15,15k-30k,52,Moderate,Gold,0.15,Viaggi,35
1280,7358,10,<15k,32,Moderate,Bronze,0.05,Sport,45
1281,6143,12,<15k,59,Moderate,Gold,0.15,Sport,19
1282,4372,21,15k-30k,22,Budget,Silver,0.1,Casa,27
1283,6507,8,<15k,58,Moderate,Bronze,0.05,Casa,36
1284,5313,18,15k-30k,40,Moderate,Bronze,0.05,Abbigliamento,32
1285,5523,47,30k-50k,49,Moderate,Bronze,0.05,Elettronica,32
1286,3956,39,30k-50k,57,Moderate,Gold,0.15,Viaggi,48
1287,2402,103,>50k,59,Moderate,Gold,0.15,Viaggi,4
1288,4559,19,15k-30k,59,Moderate,Silver,0.1,Viaggi,23
1289,1611,24,15k-30k,47,Moderate,Gold,0.15,Casa,40
1290,3148,47,30k-50k,36,Moderate,Gold,0.15,Elettronica,47
1291,2317,23,15k-30k,59,Moderate,Silver,0.1,Casa,39
1292,5166,47,30k-50k,42,Moderate,Silver,0.1,Elettronica,26
1293,1468,12,<15k,58,Moderate,Bronze,0.05,Alimentari,11
1294,3353,13,<15k,67,Value_Seeker,Bronze,0.05,Abbigliamento,49
1295,3187,10,<15k,39,Moderate,Silver,0.1,Sport,49
1296,3617,8,<15k,88,Value_Seeker,Silver,0.1,Alimentari,34
1297,2155,40,30k-50k,40,Moderate,Gold,0.15,Casa,46
1298,6202,80,>50k,57,Moderate,Bronze,0.05,Alimentari,25
1299,7184,13,<15k,59,Moderate,Bronze,0.05,Abbigliamento,50
1300,2077,18,15k-30k,63,Value_Seeker,Gold,0.15,Casa,30
1301,2464,16,15k-30k,56,Moderate,Silver,0.1,Abbigliamento,30
1302,6784,12,<15k,59,Moderate,Silver,0.1,Casa,25
1303,7164,18,15k-30k,78,Value_Seeker,Bronze,0.05,Alimentari,15
1304,6129,10,<15k,1,Budget,Bronze,0.05,Casa,27
1305,4776,92,>50k,79,Premium,Gold,0.15,Elettronica,6
1306,2899,7,<15k,78,Value_Seeker,Bronze,0.05,Abbigliamento,28
1307,6529,108,>50k,18,Budget,Gold,0.15,Casa,11
1308,2644,5,<15k,78,Value_Seeker,Bronze,0.05,Abbigliamento,41
1309,7226,10,<15k,81,Value_Seeker,Silver,0.1,Alimentari,14
1310,5271,10,<15k,71,Value_Seeker,Bronze,0.05,Abbigliamento,29
1311,344,9,<15k,28,Budget,Gold,0.15,Alimentari,44
1312,4335,10,<15k,73,Value_Seeker,Bronze,0.05,Elettronica,46
1313,4840,5,<15k,80,Value_Seeker,Silver,0.1,Elettronica,34
1314,3459,17,15k-30k,38,Moderate,Bronze,0.05,Casa,17
1315,5803,57,>50k,63,Enthusiast,Platinum,0.25,Abbigliamento,23
1316,3392,106,>50k,47,Moderate,Silver,0.1,Lusso,32
1317,4778,24,15k-30k,67,Value_Seeker,Bronze,0.05,Elettronica,11
1318,90,106,>50k,48,Moderate,Gold,0.15,Abbigliamento,7
1319,7306,63,>50k,43,Moderate,Gold,0.15,Viaggi,23
1320,4635,23,15k-30k,49,Moderate,Silver,0.1,Casa,6
1321,2117,27,15k-30k,23,Budget,Silver,0.1,Casa,39
1322,4051,31,30k-50k,42,Moderate,Gold,0.15,Alimentari,24
1323,5689,27,15k-30k,57,Moderate,Silver,0.1,Viaggi,27
1324,6955,17,15k-30k,67,Value_Seeker,Silver,0.1,Viaggi,42
1325,3626,36,30k-50k,49,Moderate,Silver,0.1,Alimentari,16
1326,947,49,30k-50k,16,Budget,Gold,0.15,Alimentari,20
1327,5836,24,15k-30k,77,Value_Seeker,Gold,0.15,Casa,6
1328,3686,17,15k-30k,78,Value_Seeker,Platinum,0.25,Alimentari,37
1329,4334,16,15k-30k,52,Moderate,Gold,0.15,Elettronica,1
1330,2809,59,>50k,39,Moderate,Silver,0.1,Lusso,12
1331,6878,14,<15k,49,Moderate,Silver,0.1,Elettronica,16
1332,5525,22,15k-30k,45,Moderate,Bronze,0.05,Alimentari,37
1333,4998,37,30k-50k,50,Moderate,Platinum,0.25,Casa,9
1334,4467,24,15k-30k,43,Moderate,Bronze,0.05,Lusso,32
1335,4985,57,>50k,37,Moderate,Gold,0.15,Casa,7
1336,2874,7,<15k,80,Value_Seeker,Platinum,0.25,Alimentari,23
1337,5492,17,15k-30k,55,Moderate,Gold,0.15,Alimentari,37
1338,4560,9,<15k,38,Moderate,Bronze,0.05,Alimentari,5
1339,5981,31,30k-50k,50,Moderate,Silver,0.1,Alimentari,42
1340,6510,14,<15k,63,Value_Seeker,Bronze,0.05,Viaggi,31
1341,3409,15,15k-30k,35,Moderate,Gold,0.15,Abbigliamento,13
1342,1186,94,>50k,78,Premium,Gold,0.15,Alimentari,27
1343,3358,6,<15k,62,Value_Seeker,Gold,0.15,Alimentari,49
1344,5380,6,<15k,55,Moderate,Bronze,0.05,Viaggi,46
1345,7120,19,15k-30k,48,Moderate,Bronze,0.05,Viaggi,1
1346,7335,27,15k-30k,58,Moderate,Platinum,0.25,Abbigliamento,12
1347,151,23,15k-30k,48,Moderate,Bronze,0.05,Elettronica,3
1348,1305,9,<15k,58,Moderate,Bronze,0.05,Elettronica,37
1349,5369,10,<15k,81,Value_Seeker,Platinum,0.25,Abbigliamento,41
1350,4937,23,15k-30k,21,Budget,Silver,0.1,Casa,15
1351,3027,11,<15k,34,Moderate,Silver,0.1,Elettronica,26
1352,5368,7,<15k,75,Value_Seeker,Gold,0.15,Alimentari,39
1353,471,40,30k-50k,93,Enthusiast,Silver,0.1,Casa,35
1354,209,6,<15k,77,Value_Seeker,Bronze,0.05,Alimentari,46
1355,1961,8,<15k,97,Value_Seeker,Bronze,0.05,Casa,27
1356,4574,9,<15k,51,Moderate,Platinum,0.25,Elettronica,18
1357,1773,13,<15k,47,Moderate,Gold,0.15,Abbigliamento,48
1358,3761,26,15k-30k,59,Moderate,Gold,0.15,Abbigliamento,15
1359,7269,7,<15k,79,Value_Seeker,Bronze,0.05,Elettronica,27
1360,3593,27,15k-30k,23,Budget,Bronze,0.05,Sport,6
1361,5327,11,<15k,55,Moderate,Platinum,0.25,Alimentari,42
1362,2881,10,<15k,59,Moderate,Bronze,0.05,Abbigliamento,17
1363,4767,27,15k-30k,36,Moderate,Bronze,0.05,Abbigliamento,43
1364,2549,36,30k-50k,33,Moderate,Gold,0.15,Alimentari,36
1365,1086,71,>50k,71,Premium,Bronze,0.05,Sport,34
1366,5192,16,15k-30k,59,Moderate,Bronze,0.05,Casa,49
1367,2796,48,30k-50k,60,Enthusiast,Gold,0.15,Elettronica,46
1368,5359,23,15k-30k,56,Moderate,Bronze,0.05,Alimentari,18
1369,2404,13,<15k,42,Moderate,Platinum,0.25,Alimentari,38
1370,5664,49,30k-50k,53,Moderate,Gold,0.15,Abbigliamento,9
1371,5011,7,<15k,40,Moderate,Gold,0.15,Elettronica,20
1372,7219,23,15k-30k,43,Moderate,Silver,0.1,Alimentari,20
1373,5466,44,30k-50k,24,Budget,Platinum,0.25,Alimentari,34
1374,6377,21,15k-30k,37,Moderate,Bronze,0.05,Casa,43
1375,3535,22,15k-30k,51,Moderate,Silver,0.1,Viaggi,6
1376,613,12,<15k,50,Moderate,Silver,0.1,Alimentari,31
1377,2963,19,15k-30k,32,Moderate,Silver,0.1,Sport,41
1378,5243,8,<15k,82,Value_Seeker,Bronze,0.05,Casa,30
1379,1748,113,>50k,52,Moderate,Platinum,0.25,Elettronica,46
1380,2299,7,<15k,49,Moderate,Bronze,0.05,Casa,20
1381,2154,18,15k-30k,28,Budget,Silver,0.1,Alimentari,32
1382,1344,83,>50k,17,Budget,Platinum,0.25,Abbigliamento,21
1383,7017,18,15k-30k,45,Moderate,Bronze,0.05,Casa,8
1384,952,8,<15k,32,Moderate,Silver,0.1,Casa,33
1385,6817,11,<15k,74,Value_Seeker,Platinum,0.25,Elettronica,17
1386,1504,6,<15k,60,Enthusiast,Bronze,0.05,Sport,24
1387,2906,43,30k-50k,76,Enthusiast,Silver,0.1,Viaggi,36
1388,7458,9,<15k,64,Value_Seeker,Gold,0.15,Sport,49
1389,7008,35,30k-50k,30,Moderate,Silver,0.1,Casa,46
1390,1121,33,30k-50k,7,Budget,Silver,0.1,Sport,8
1391,5840,25,15k-30k,66,Value_Seeker,Platinum,0.25,Sport,31
1392,7092,13,<15k,34,Moderate,Bronze,0.05,Lusso,43
1393,2684,21,15k-30k,41,Moderate,Bronze,0.05,Abbigliamento,36
1394,416,14,<15k,93,Value_Seeker,Platinum,0.25,Elettronica,1
1395,6745,16,15k-30k,62,Value_Seeker,Bronze,0.05,Viaggi,32
1396,1224,6,<15k,67,Value_Seeker,Silver,0.1,Casa,40
1397,1490,5,<15k,78,Value_Seeker,Bronze,0.05,Alimentari,12
1398,4262,35,30k-50k,63,Enthusiast,Platinum,0.25,Elettronica,24
1399,2862,46,30k-50k,76,Enthusiast,Bronze,0.05,Elettronica,25
1400,2004,116,>50k,42,Moderate,Gold,0.15,Elettronica,2
1401,1194,17,15k-30k,42,Moderate,Gold,0.15,Viaggi,49
1402,1756,12,<15k,41,Moderate,Silver,0.1,Alimentari,27
1403,7331,8,<15k,59,Moderate,Platinum,0.25,Sport,19
1404,5965,5,<15k,57,Moderate,Silver,0.1,Abbigliamento,26
1405,721,12,<15k,24,Budget,Bronze,0.05,Abbigliamento,50
1406,6524,37,30k-50k,31,Moderate,Bronze,0.05,Elettronica,9
1407,7038,27,15k-30k,78,Value_Seeker,Bronze,0.05,Alimentari,47
1408,1496,23,15k-30k,54,Moderate,Bronze,0.05,Abbigliamento,34
1409,6225,28,15k-30k,64,Value_Seeker,Bronze,0.05,Casa,30
1410,1520,11,<15k,57,Moderate,Gold,0.15,Viaggi,48
1411,6485,26,15k-30k,12,Budget,Silver,0.1,Elettronica,43
1412,6350,40,30k-50k,42,Moderate,Silver,0.1,Elettronica,49
1413,3411,37,30k-50k,65,Enthusiast,Bronze,0.05,Sport,40
1414,1754,19,15k-30k,26,Budget,Bronze,0.05,Casa,9
1415,5250,38,30k-50k,59,Moderate,Gold,0.15,Elettronica,39
1416,1351,90,>50k,20,Budget,Gold,0.15,Casa,13
1417,4231,5,<15k,60,Enthusiast,Silver,0.1,Elettronica,5
1418,4151,24,15k-30k,60,Enthusiast,Bronze,0.05,Abbigliamento,37
1419,3078,12,<15k,53,Moderate,Silver,0.1,Abbigliamento,40
1420,1973,12,<15k,100,Value_Seeker,Gold,0.15,Casa,2
1421,7102,39,30k-50k,35,Moderate,Silver,0.1,Lusso,32
1422,5013,8,<15k,48,Moderate,Bronze,0.05,Abbigliamento,35
1423,724,28,15k-30k,54,Moderate,Silver,0.1,Viaggi,7
