link_id,source_id,target_id,platform,link_type,strength,created_year
25263,6443,2844,twitter,follows,N/A,2021
25264,6443,7156,twitter,follows,N/A,2013
25265,4077,539,facebook,friend,weak,2010
25266,4077,313,facebook,friend,weak,2013
25267,4077,5547,facebook,friend,medium,2019
25268,4077,4057,twitter,follows,N/A,2018
25269,4077,548,twitter,follows,N/A,2009
25270,4077,1089,twitter,follows,N/A,2006
25271,1657,2409,facebook,friend,weak,2012
25272,1657,255,facebook,friend,weak,2008
25273,1657,791,facebook,friend,medium,2015
25274,1657,2000,facebook,friend,medium,2015
25275,1657,3362,facebook,friend,weak,2015
25276,1657,1527,facebook,friend,medium,2014
25277,1657,4001,twitter,follows,N/A,2016
25278,1657,4461,twitter,follows,N/A,2020
25279,1657,2959,twitter,follows,N/A,2017
25280,1657,3526,twitter,follows,N/A,2011
25281,1657,1147,twitter,follows,N/A,2013
25282,7467,4605,facebook,friend,medium,2015
25283,7467,269,facebook,friend,strong,2018
25284,7467,7458,facebook,friend,medium,2023
25285,7467,5521,facebook,friend,strong,2015
25286,7467,3328,twitter,follows,N/A,2012
25287,7467,3940,twitter,follows,N/A,2021
25288,7467,7250,twitter,follows,N/A,2017
25289,2699,6147,facebook,friend,weak,2023
25290,2699,5649,facebook,friend,medium,2009
25291,2699,2550,twitter,follows,N/A,2006
25292,2699,2807,twitter,follows,N/A,2019
25293,2699,2402,twitter,follows,N/A,2021
25294,2699,1891,twitter,follows,N/A,2014
25295,2699,3115,twitter,follows,N/A,2017
25296,2699,1694,twitter,follows,N/A,2008
25297,2699,5189,twitter,follows,N/A,2022
25298,2699,6750,twitter,follows,N/A,2009
25299,2699,5907,twitter,follows,N/A,2015
25300,2699,429,twitter,follows,N/A,2022
25301,349,6301,facebook,friend,strong,2012
25302,349,3899,facebook,friend,medium,2022
25303,349,3735,facebook,friend,strong,2021
25304,349,2365,facebook,friend,strong,2012
25305,349,0,facebook,friend,weak,2014
25306,349,2353,facebook,friend,strong,2009
25307,349,120,facebook,friend,weak,2008
25308,349,1328,facebook,friend,weak,2021
25309,349,4959,twitter,follows,N/A,2011
25310,349,7382,twitter,follows,N/A,2011
25311,349,1762,twitter,follows,N/A,2008
25312,349,3604,twitter,follows,N/A,2009
25313,349,7053,twitter,follows,N/A,2022
25314,349,6494,twitter,follows,N/A,2022
25315,349,3019,twitter,follows,N/A,2019
25316,349,5300,twitter,follows,N/A,2016
25317,452,4355,facebook,friend,weak,2016
25318,452,3835,facebook,friend,medium,2008
25319,452,642,facebook,friend,weak,2022
25320,452,1115,facebook,friend,weak,2023
25321,452,315,facebook,friend,medium,2015
25322,452,6453,facebook,friend,strong,2010
25323,452,5826,facebook,friend,weak,2011
25324,452,6826,facebook,friend,medium,2018
25325,452,6681,twitter,follows,N/A,2008
25326,452,5749,twitter,follows,N/A,2010
25327,452,6512,twitter,follows,N/A,2021
25328,452,5506,twitter,follows,N/A,2017
25329,452,3496,twitter,follows,N/A,2016
25330,452,3157,twitter,follows,N/A,2006
25331,452,3363,twitter,follows,N/A,2006
25332,452,3140,twitter,follows,N/A,2014
25333,662,7437,facebook,friend,medium,2019
25334,662,1373,facebook,friend,weak,2017
25335,662,3611,facebook,friend,strong,2023
25336,662,6331,facebook,friend,weak,2008
25337,662,3388,facebook,friend,weak,2013
25338,662,3792,twitter,follows,N/A,2018
25339,662,3462,twitter,follows,N/A,2020
25340,662,6679,twitter,follows,N/A,2017
25341,662,1344,twitter,follows,N/A,2008
25342,172,7337,facebook,friend,weak,2015
25343,172,3459,facebook,friend,medium,2019
25344,172,6954,facebook,friend,medium,2017
25345,172,6554,twitter,follows,N/A,2021
25346,172,4266,twitter,follows,N/A,2018
25347,172,2100,twitter,follows,N/A,2009
25348,172,4683,twitter,follows,N/A,2013
25349,172,7425,twitter,follows,N/A,2012
25350,172,452,twitter,follows,N/A,2023
25351,172,5317,twitter,follows,N/A,2019
25352,172,2935,twitter,follows,N/A,2018
25353,172,4760,twitter,follows,N/A,2020
25354,172,2227,twitter,follows,N/A,2015
25355,172,4861,twitter,follows,N/A,2007
25356,1405,3966,facebook,friend,strong,2015
25357,1405,2688,facebook,friend,medium,2011
25358,1405,5382,facebook,friend,medium,2014
25359,1405,6299,facebook,friend,strong,2014
25360,1405,4331,twitter,follows,N/A,2008
25361,1405,4438,twitter,follows,N/A,2021
25362,1405,2620,twitter,follows,N/A,2007
25363,1405,4282,twitter,follows,N/A,2015
25364,5428,5823,facebook,friend,medium,2021
25365,5428,6129,facebook,friend,weak,2019
25366,5428,6776,facebook,friend,strong,2010
25367,5428,1621,facebook,friend,medium,2009
25368,5428,3156,facebook,friend,weak,2013
25369,5428,1783,twitter,follows,N/A,2016
25370,5428,5418,twitter,follows,N/A,2013
25371,5428,3550,twitter,follows,N/A,2016
25372,5428,7485,twitter,follows,N/A,2020
25373,5428,6980,twitter,follows,N/A,2011
25374,5428,4987,twitter,follows,N/A,2016
25375,5428,2633,twitter,follows,N/A,2017
25376,5428,7079,twitter,follows,N/A,2009
25377,4538,3603,facebook,friend,weak,2011
25378,4538,1700,facebook,friend,medium,2008
25379,4538,5412,facebook,friend,medium,2019
25380,4538,4525,twitter,follows,N/A,2015
25381,4538,5488,twitter,follows,N/A,2020
25382,4538,6102,twitter,follows,N/A,2008
25383,4538,2043,twitter,follows,N/A,2006
25384,4538,3843,twitter,follows,N/A,2008
25385,6763,5591,facebook,friend,strong,2020
25386,6763,5632,facebook,friend,weak,2010
25387,6763,1852,facebook,friend,weak,2017
25388,6763,5454,facebook,friend,weak,2020
25389,6763,3290,facebook,friend,medium,2009
25390,6763,4442,twitter,follows,N/A,2020
25391,6763,5428,twitter,follows,N/A,2021
25392,6763,366,twitter,follows,N/A,2023
25393,6763,5364,twitter,follows,N/A,2017
25394,422,1488,facebook,friend,weak,2013
25395,422,2394,facebook,friend,weak,2021
25396,422,6535,facebook,friend,weak,2017
25397,422,661,twitter,follows,N/A,2011
25398,422,6171,twitter,follows,N/A,2017
25399,422,6969,twitter,follows,N/A,2011
25400,2288,3383,facebook,friend,medium,2013
25401,2288,6524,facebook,friend,medium,2009
25402,2288,2379,facebook,friend,medium,2009
25403,2288,2514,facebook,friend,strong,2015
25404,2288,3652,twitter,follows,N/A,2023
25405,2288,3375,twitter,follows,N/A,2010
25406,2288,896,twitter,follows,N/A,2023
25407,2288,4283,twitter,follows,N/A,2016
25408,2288,6362,twitter,follows,N/A,2016
25409,2288,843,twitter,follows,N/A,2011
25410,6571,1704,facebook,friend,medium,2023
25411,6571,4796,facebook,friend,medium,2017
25412,6571,6826,facebook,friend,weak,2022
25413,6571,7147,facebook,friend,medium,2023
25414,6571,5726,facebook,friend,weak,2020
25415,6571,1492,facebook,friend,weak,2013
25416,6571,4769,facebook,friend,weak,2019
25417,6571,6789,twitter,follows,N/A,2009
25418,6571,1685,twitter,follows,N/A,2006
25419,6571,5670,twitter,follows,N/A,2013
25420,6571,5824,twitter,follows,N/A,2014
25421,1220,3700,facebook,friend,weak,2013
25422,1220,1430,facebook,friend,medium,2012
25423,1220,7443,facebook,friend,medium,2014
25424,1220,6082,facebook,friend,weak,2017
25425,1220,2333,facebook,friend,weak,2010
25426,1220,2521,twitter,follows,N/A,2023
25427,1220,2525,twitter,follows,N/A,2023
25428,1220,4985,twitter,follows,N/A,2022
25429,1220,1697,twitter,follows,N/A,2019
25430,1220,2710,twitter,follows,N/A,2013
25431,1220,3586,twitter,follows,N/A,2019
25432,1220,7207,twitter,follows,N/A,2017
25433,1220,6562,twitter,follows,N/A,2019
25434,1220,6250,twitter,follows,N/A,2008
25435,881,4788,facebook,friend,medium,2014
25436,881,2493,facebook,friend,medium,2021
25437,881,5679,facebook,friend,weak,2012
25438,881,1347,facebook,friend,weak,2022
25439,881,538,twitter,follows,N/A,2021
25440,881,894,twitter,follows,N/A,2011
25441,881,3193,twitter,follows,N/A,2015
25442,881,5633,twitter,follows,N/A,2008
25443,881,5509,twitter,follows,N/A,2013
25444,881,4235,twitter,follows,N/A,2007
25445,881,4496,twitter,follows,N/A,2021
25446,7348,7065,facebook,friend,medium,2021
25447,7348,805,facebook,friend,weak,2016
25448,7348,736,facebook,friend,strong,2010
25449,7348,3644,facebook,friend,medium,2020
25450,7348,4643,facebook,friend,weak,2023
25451,7348,5760,twitter,follows,N/A,2010
25452,7348,2586,twitter,follows,N/A,2008
25453,7348,1191,twitter,follows,N/A,2013
25454,7348,3904,twitter,follows,N/A,2013
25455,7348,6031,twitter,follows,N/A,2019
25456,1253,6998,facebook,friend,medium,2008
25457,1253,2053,facebook,friend,strong,2022
25458,1253,7089,facebook,friend,weak,2022
25459,1253,767,facebook,friend,weak,2017
25460,1253,6170,twitter,follows,N/A,2022
25461,1253,5395,twitter,follows,N/A,2014
25462,1253,6058,twitter,follows,N/A,2011
25463,1253,190,twitter,follows,N/A,2009
25464,1253,1509,twitter,follows,N/A,2015
25465,1253,3723,twitter,follows,N/A,2014
25466,1253,5500,twitter,follows,N/A,2014
25467,1253,6130,twitter,follows,N/A,2009
25468,1253,4427,twitter,follows,N/A,2012
25469,5982,6500,facebook,friend,medium,2017
25470,5982,5049,facebook,friend,strong,2014
25471,5982,6003,twitter,follows,N/A,2023
25472,5982,6534,twitter,follows,N/A,2013
25473,5982,6756,twitter,follows,N/A,2011
25474,5982,2946,twitter,follows,N/A,2007
25475,5982,6264,twitter,follows,N/A,2007
25476,5982,4712,twitter,follows,N/A,2015
25477,5982,2436,twitter,follows,N/A,2009
25478,6621,2065,facebook,friend,weak,2008
25479,6621,2118,facebook,friend,weak,2019
25480,6621,5640,facebook,friend,strong,2015
25481,6621,722,facebook,friend,medium,2011
25482,6621,4278,facebook,friend,medium,2011
25483,6621,2127,facebook,friend,weak,2019
25484,6621,2829,facebook,friend,weak,2022
25485,6621,5600,twitter,follows,N/A,2014
25486,6621,2516,twitter,follows,N/A,2014
25487,6621,7425,twitter,follows,N/A,2009
25488,6621,1307,twitter,follows,N/A,2022
25489,6621,2596,twitter,follows,N/A,2017
25490,6621,4108,twitter,follows,N/A,2015
25491,6621,1540,twitter,follows,N/A,2017
25492,6621,2415,twitter,follows,N/A,2010
25493,6621,611,twitter,follows,N/A,2006
25494,6621,1576,twitter,follows,N/A,2009
25495,6621,7287,twitter,follows,N/A,2023
25496,2018,4018,facebook,friend,weak,2018
25497,2018,5328,facebook,friend,strong,2022
25498,2018,2304,facebook,friend,medium,2020
25499,2018,4882,twitter,follows,N/A,2018
25500,2018,538,twitter,follows,N/A,2012
25501,2018,2099,twitter,follows,N/A,2009
25502,2018,3119,twitter,follows,N/A,2017
25503,2018,5036,twitter,follows,N/A,2016
25504,2018,4571,twitter,follows,N/A,2007
25505,2018,3257,twitter,follows,N/A,2010
25506,2018,5476,twitter,follows,N/A,2006
25507,2018,4533,twitter,follows,N/A,2020
25508,2018,208,twitter,follows,N/A,2010
25509,2018,2648,twitter,follows,N/A,2022
25510,3091,7419,facebook,friend,weak,2010
25511,3091,4736,facebook,friend,medium,2010
25512,3091,5438,facebook,friend,weak,2015
25513,3091,3883,facebook,friend,weak,2012
25514,3091,2217,twitter,follows,N/A,2018
25515,3091,871,twitter,follows,N/A,2021
25516,3091,1092,twitter,follows,N/A,2019
25517,3091,6272,twitter,follows,N/A,2018
25518,3091,5314,twitter,follows,N/A,2009
25519,4404,6181,facebook,friend,weak,2008
25520,4404,3821,facebook,friend,strong,2018
25521,4404,1063,twitter,follows,N/A,2022
25522,4404,6748,twitter,follows,N/A,2008
25523,4404,4104,twitter,follows,N/A,2020
25524,4404,5796,twitter,follows,N/A,2015
25525,4404,706,twitter,follows,N/A,2011
25526,4404,1925,twitter,follows,N/A,2014
25527,6992,752,facebook,friend,weak,2023
25528,6992,554,facebook,friend,weak,2015
25529,6992,6306,twitter,follows,N/A,2009
25530,6992,2089,twitter,follows,N/A,2019
25531,6992,6327,twitter,follows,N/A,2018
25532,6992,2359,twitter,follows,N/A,2016
25533,6992,4422,twitter,follows,N/A,2012
25534,6992,3618,twitter,follows,N/A,2011
25535,6992,6848,twitter,follows,N/A,2019
25536,6992,6144,twitter,follows,N/A,2020
25537,6992,1257,twitter,follows,N/A,2013
25538,6992,4327,twitter,follows,N/A,2008
25539,6992,6766,twitter,follows,N/A,2020
25540,4489,2442,facebook,friend,medium,2014
25541,4489,5721,facebook,friend,weak,2011
25542,4489,2040,facebook,friend,weak,2008
25543,4489,6704,facebook,friend,weak,2008
25544,4489,7386,facebook,friend,weak,2012
25545,4489,6289,facebook,friend,medium,2015
25546,4489,1314,facebook,friend,strong,2016
25547,4489,5225,twitter,follows,N/A,2012
25548,4489,3865,twitter,follows,N/A,2020
25549,4489,1325,twitter,follows,N/A,2015
25550,4489,4070,twitter,follows,N/A,2008
25551,4489,5874,twitter,follows,N/A,2016
25552,4489,3453,twitter,follows,N/A,2018
25553,4489,4501,twitter,follows,N/A,2021
25554,102,4917,facebook,friend,medium,2022
25555,102,6535,facebook,friend,weak,2023
25556,102,6093,facebook,friend,medium,2021
25557,102,2166,facebook,friend,strong,2010
25558,102,6864,twitter,follows,N/A,2006
25559,102,5491,twitter,follows,N/A,2006
25560,102,2373,twitter,follows,N/A,2009
25561,4591,668,facebook,friend,medium,2008
25562,4591,5420,facebook,friend,weak,2013
25563,4591,5452,facebook,friend,medium,2022
25564,4591,1625,facebook,friend,weak,2014
25565,4591,2474,facebook,friend,strong,2014
25566,4591,3093,facebook,friend,medium,2017
25567,4591,661,facebook,friend,strong,2016
25568,4591,6220,facebook,friend,weak,2014
25569,4591,5537,twitter,follows,N/A,2008
25570,4591,1818,twitter,follows,N/A,2012
25571,4591,811,twitter,follows,N/A,2019
25572,6455,734,facebook,friend,weak,2019
25573,6455,1833,facebook,friend,weak,2008
25574,6455,6467,facebook,friend,medium,2021
25575,6455,65,facebook,friend,strong,2009
25576,6455,6917,facebook,friend,weak,2013
25577,6455,286,facebook,friend,weak,2018
25578,6455,7010,twitter,follows,N/A,2013
25579,6455,4830,twitter,follows,N/A,2020
25580,6455,5543,twitter,follows,N/A,2008
25581,6455,3,twitter,follows,N/A,2011
25582,6455,5675,twitter,follows,N/A,2013
25583,6455,2006,twitter,follows,N/A,2006
25584,6455,6053,twitter,follows,N/A,2013
25585,6455,171,twitter,follows,N/A,2010
25586,6455,4073,twitter,follows,N/A,2022
25587,6455,5616,twitter,follows,N/A,2016
25588,6455,4363,twitter,follows,N/A,2011
25589,1580,3256,facebook,friend,weak,2023
25590,1580,4230,facebook,friend,weak,2022
25591,1580,2210,facebook,friend,medium,2017
25592,1580,3490,facebook,friend,weak,2017
25593,1580,4296,facebook,friend,strong,2008
25594,1580,674,facebook,friend,weak,2010
25595,1580,1065,facebook,friend,medium,2016
25596,1580,2500,twitter,follows,N/A,2013
25597,1580,1118,twitter,follows,N/A,2014
25598,1580,5199,twitter,follows,N/A,2009
25599,1580,3964,twitter,follows,N/A,2015
25600,1580,2130,twitter,follows,N/A,2010
25601,1580,1240,twitter,follows,N/A,2007
25602,1580,877,twitter,follows,N/A,2010
25603,1580,5870,twitter,follows,N/A,2020
25604,1580,1129,twitter,follows,N/A,2018
25605,1580,4468,twitter,follows,N/A,2017
25606,1580,2181,twitter,follows,N/A,2021
25607,1580,1202,twitter,follows,N/A,2018
25608,5096,223,facebook,friend,weak,2015
25609,5096,754,facebook,friend,strong,2010
25610,5096,771,twitter,follows,N/A,2023
25611,5096,4533,twitter,follows,N/A,2008
25612,5096,1308,twitter,follows,N/A,2017
25613,5096,791,twitter,follows,N/A,2023
25614,5096,20,twitter,follows,N/A,2021
25615,5096,2210,twitter,follows,N/A,2022
25616,5096,4956,twitter,follows,N/A,2013
25617,5096,2706,twitter,follows,N/A,2014
25618,5096,1289,twitter,follows,N/A,2019
25619,5096,1341,twitter,follows,N/A,2016
25620,5096,6490,twitter,follows,N/A,2015
25621,5532,3898,facebook,friend,weak,2022
25622,5532,2160,facebook,friend,medium,2014
25623,5532,1470,facebook,friend,weak,2017
25624,5532,7241,facebook,friend,medium,2011
25625,5532,3706,twitter,follows,N/A,2009
25626,5532,2290,twitter,follows,N/A,2007
25627,5532,4623,twitter,follows,N/A,2015
25628,5532,2663,twitter,follows,N/A,2014
25629,5532,4419,twitter,follows,N/A,2006
25630,5532,810,twitter,follows,N/A,2013
25631,135,3626,facebook,friend,weak,2019
25632,135,7361,facebook,friend,weak,2018
25633,135,6735,facebook,friend,strong,2017
25634,135,4067,facebook,friend,medium,2013
25635,135,2106,twitter,follows,N/A,2022
25636,135,5008,twitter,follows,N/A,2007
25637,135,648,twitter,follows,N/A,2009
25638,135,3964,twitter,follows,N/A,2015
25639,135,5619,twitter,follows,N/A,2011
25640,135,1393,twitter,follows,N/A,2019
25641,135,4063,twitter,follows,N/A,2008
25642,2851,5159,facebook,friend,weak,2018
25643,2851,146,facebook,friend,medium,2020
25644,2851,3573,twitter,follows,N/A,2020
25645,2851,7042,twitter,follows,N/A,2014
25646,2851,3372,twitter,follows,N/A,2018
25647,2851,330,twitter,follows,N/A,2009
25648,2851,2937,twitter,follows,N/A,2019
25649,2851,1097,twitter,follows,N/A,2012
25650,2851,7383,twitter,follows,N/A,2021
25651,2851,2611,twitter,follows,N/A,2015
25652,2851,4271,twitter,follows,N/A,2020
25653,2851,7139,twitter,follows,N/A,2013
25654,2851,6135,twitter,follows,N/A,2017
25655,4228,2313,facebook,friend,weak,2012
25656,4228,2211,facebook,friend,strong,2012
25657,4228,5325,facebook,friend,medium,2021
25658,4228,2323,facebook,friend,medium,2015
25659,4228,4470,facebook,friend,medium,2019
25660,4228,1726,twitter,follows,N/A,2012
25661,4228,1835,twitter,follows,N/A,2009
25662,4228,6918,twitter,follows,N/A,2009
25663,4228,4035,twitter,follows,N/A,2011
25664,4228,4520,twitter,follows,N/A,2018
25665,1310,6652,facebook,friend,weak,2015
25666,1310,6635,facebook,friend,medium,2017
25667,1310,3038,facebook,friend,weak,2017
25668,1310,3362,facebook,friend,strong,2014
25669,1310,43,facebook,friend,weak,2019
25670,1310,693,twitter,follows,N/A,2011
25671,1310,3287,twitter,follows,N/A,2023
25672,1310,2134,twitter,follows,N/A,2021
25673,1310,2107,twitter,follows,N/A,2007
25674,1310,6020,twitter,follows,N/A,2007
25675,1310,3843,twitter,follows,N/A,2012
25676,1310,7293,twitter,follows,N/A,2015
25677,1310,5007,twitter,follows,N/A,2009
25678,1310,2432,twitter,follows,N/A,2012
25679,1310,5385,twitter,follows,N/A,2018
25680,6749,2972,facebook,friend,weak,2011
25681,6749,2861,facebook,friend,weak,2008
25682,6749,1528,facebook,friend,medium,2015
25683,6749,5552,twitter,follows,N/A,2022
25684,6749,4510,twitter,follows,N/A,2008
25685,6749,103,twitter,follows,N/A,2020
25686,6749,6265,twitter,follows,N/A,2019
25687,6749,151,twitter,follows,N/A,2020
25688,6749,5585,twitter,follows,N/A,2016
25689,6517,263,facebook,friend,weak,2018
25690,6517,1746,facebook,friend,weak,2012
25691,6517,3655,facebook,friend,weak,2008
25692,6517,3168,facebook,friend,medium,2009
25693,6517,7321,facebook,friend,medium,2016
25694,6517,6095,twitter,follows,N/A,2007
25695,6517,7239,twitter,follows,N/A,2009
25696,6517,1050,twitter,follows,N/A,2016
25697,6517,6841,twitter,follows,N/A,2014
25698,6517,2633,twitter,follows,N/A,2008
25699,6517,7025,twitter,follows,N/A,2018
25700,6517,2780,twitter,follows,N/A,2018
25701,2115,5271,facebook,friend,strong,2016
25702,2115,1363,facebook,friend,medium,2021
25703,2115,5301,facebook,friend,weak,2013
25704,2115,2916,facebook,friend,medium,2020
25705,2115,2842,facebook,friend,weak,2017
25706,2115,5484,twitter,follows,N/A,2011
25707,2115,3187,twitter,follows,N/A,2018
25708,2115,6783,twitter,follows,N/A,2020
25709,2095,6158,facebook,friend,weak,2015
25710,2095,6699,facebook,friend,weak,2021
25711,2095,5351,facebook,friend,medium,2008
25712,2095,5076,facebook,friend,medium,2012
25713,2095,1281,facebook,friend,weak,2020
25714,2095,3395,facebook,friend,strong,2013
25715,2095,174,twitter,follows,N/A,2010
25716,2095,4143,twitter,follows,N/A,2012
25717,2095,740,twitter,follows,N/A,2019
25718,2095,5238,twitter,follows,N/A,2006
25719,2095,685,twitter,follows,N/A,2016
25720,2095,1691,twitter,follows,N/A,2010
25721,4288,6084,facebook,friend,strong,2020
25722,4288,4281,facebook,friend,medium,2010
25723,4288,3909,twitter,follows,N/A,2020
25724,4288,5712,twitter,follows,N/A,2012
25725,4288,3202,twitter,follows,N/A,2011
25726,4288,4487,twitter,follows,N/A,2017
25727,4288,4681,twitter,follows,N/A,2006
25728,4288,1194,twitter,follows,N/A,2020
25729,4288,420,twitter,follows,N/A,2016
25730,1935,679,facebook,friend,weak,2020
25731,1935,1444,facebook,friend,medium,2008
25732,1935,3216,twitter,follows,N/A,2013
25733,1935,1051,twitter,follows,N/A,2020
25734,1935,5506,twitter,follows,N/A,2013
25735,1935,7256,twitter,follows,N/A,2019
25736,7304,4599,facebook,friend,weak,2009
25737,7304,5918,facebook,friend,medium,2017
25738,7304,5367,twitter,follows,N/A,2015
25739,7304,157,twitter,follows,N/A,2012
25740,7304,1351,twitter,follows,N/A,2010
25741,7304,747,twitter,follows,N/A,2022
25742,7304,4773,twitter,follows,N/A,2006
25743,7304,4877,twitter,follows,N/A,2016
25744,7304,6793,twitter,follows,N/A,2006
25745,7304,5290,twitter,follows,N/A,2022
25746,7304,2611,twitter,follows,N/A,2009
25747,7304,6270,twitter,follows,N/A,2012
25748,7304,5071,twitter,follows,N/A,2020
25749,6471,2177,facebook,friend,strong,2012
25750,6471,6564,facebook,friend,weak,2021
25751,6471,2169,facebook,friend,medium,2011
25752,6471,2163,facebook,friend,weak,2014
25753,6471,4338,facebook,friend,weak,2019
25754,6471,702,twitter,follows,N/A,2022
25755,6471,5408,twitter,follows,N/A,2006
25756,6471,2499,twitter,follows,N/A,2015
25757,6471,7285,twitter,follows,N/A,2018
25758,6471,2427,twitter,follows,N/A,2010
25759,6471,5983,twitter,follows,N/A,2012
25760,6471,7105,twitter,follows,N/A,2007
25761,6471,6737,twitter,follows,N/A,2010
25762,6471,2470,twitter,follows,N/A,2008
25763,6471,1510,twitter,follows,N/A,2013
25764,4457,6529,facebook,friend,strong,2009
25765,4457,4957,facebook,friend,weak,2015
25766,4457,1358,facebook,friend,medium,2012
25767,4457,4141,facebook,friend,strong,2022
25768,4457,7306,facebook,friend,strong,2011
25769,4457,4435,twitter,follows,N/A,2012
25770,4457,5377,twitter,follows,N/A,2007
25771,4457,1525,twitter,follows,N/A,2013
25772,4457,5338,twitter,follows,N/A,2013
25773,4457,6916,twitter,follows,N/A,2006
25774,4457,5953,twitter,follows,N/A,2008
25775,4457,7323,twitter,follows,N/A,2009
25776,4457,3602,twitter,follows,N/A,2008
25777,4457,447,twitter,follows,N/A,2010
25778,4457,4661,twitter,follows,N/A,2019
25779,4457,4776,twitter,follows,N/A,2014
25780,4457,3213,twitter,follows,N/A,2020
25781,807,1677,facebook,friend,weak,2009
25782,807,3855,facebook,friend,medium,2018
25783,807,2213,facebook,friend,weak,2013
25784,807,2545,facebook,friend,weak,2023
25785,807,818,facebook,friend,medium,2011
25786,807,3752,facebook,friend,medium,2019
25787,807,1511,twitter,follows,N/A,2011
25788,807,856,twitter,follows,N/A,2011
25789,807,2970,twitter,follows,N/A,2009
25790,807,5692,twitter,follows,N/A,2008
25791,807,6214,twitter,follows,N/A,2023
25792,807,6044,twitter,follows,N/A,2014
25793,807,2102,twitter,follows,N/A,2018
25794,807,2032,twitter,follows,N/A,2013
25795,2045,2999,facebook,friend,weak,2019
25796,2045,965,facebook,friend,weak,2012
25797,2045,3249,facebook,friend,weak,2018
25798,2045,1508,twitter,follows,N/A,2012
25799,2045,212,twitter,follows,N/A,2019
25800,2045,5277,twitter,follows,N/A,2008
25801,2045,6564,twitter,follows,N/A,2021
25802,2045,1378,twitter,follows,N/A,2022
25803,4928,1893,facebook,friend,medium,2020
25804,4928,6495,facebook,friend,strong,2020
25805,4928,3563,facebook,friend,medium,2016
25806,4928,6450,facebook,friend,strong,2022
25807,4928,2130,facebook,friend,strong,2014
25808,4928,1236,facebook,friend,strong,2023
25809,4928,1885,facebook,friend,medium,2013
25810,4928,269,twitter,follows,N/A,2019
25811,4928,2544,twitter,follows,N/A,2015
25812,4928,5546,twitter,follows,N/A,2017
25813,4928,6132,twitter,follows,N/A,2017
25814,4928,7046,twitter,follows,N/A,2013
25815,4928,3092,twitter,follows,N/A,2023
25816,462,4143,facebook,friend,medium,2020
25817,462,7240,facebook,friend,strong,2019
25818,462,6418,twitter,follows,N/A,2016
25819,462,805,twitter,follows,N/A,2010
25820,462,4262,twitter,follows,N/A,2012
25821,1956,317,facebook,friend,strong,2019
25822,1956,3886,facebook,friend,weak,2017
25823,1956,6192,facebook,friend,weak,2014
25824,1956,4675,twitter,follows,N/A,2022
25825,1956,103,twitter,follows,N/A,2014
25826,1956,4354,twitter,follows,N/A,2008
25827,1956,2793,twitter,follows,N/A,2022
25828,1956,4172,twitter,follows,N/A,2023
25829,1956,715,twitter,follows,N/A,2009
25830,1956,5899,twitter,follows,N/A,2012
25831,1956,4294,twitter,follows,N/A,2017
25832,4374,7195,facebook,friend,weak,2018
25833,4374,1011,facebook,friend,weak,2008
25834,4374,991,facebook,friend,weak,2010
25835,4374,7356,facebook,friend,medium,2023
25836,4374,3969,twitter,follows,N/A,2017
25837,4374,5630,twitter,follows,N/A,2016
25838,4374,4637,twitter,follows,N/A,2017
25839,4374,4814,twitter,follows,N/A,2009
25840,4374,469,twitter,follows,N/A,2020
25841,4374,4219,twitter,follows,N/A,2011
25842,4374,3777,twitter,follows,N/A,2018
25843,4374,5997,twitter,follows,N/A,2013
25844,4374,3695,twitter,follows,N/A,2020
25845,4374,37,twitter,follows,N/A,2009
25846,4374,7018,twitter,follows,N/A,2017
25847,799,5685,facebook,friend,weak,2018
25848,799,1906,facebook,friend,medium,2014
25849,799,5929,facebook,friend,medium,2016
25850,799,2116,facebook,friend,weak,2017
25851,799,5181,facebook,friend,weak,2014
25852,799,2793,twitter,follows,N/A,2022
25853,799,6307,twitter,follows,N/A,2014
25854,799,4344,twitter,follows,N/A,2013
25855,799,907,twitter,follows,N/A,2013
25856,799,5552,twitter,follows,N/A,2018
25857,799,3849,twitter,follows,N/A,2020
25858,799,4905,twitter,follows,N/A,2018
25859,799,7242,twitter,follows,N/A,2017
25860,4453,1371,facebook,friend,medium,2013
25861,4453,4050,facebook,friend,weak,2016
25862,4453,6375,facebook,friend,strong,2020
25863,4453,4425,facebook,friend,weak,2010
25864,4453,6798,facebook,friend,weak,2010
25865,4453,6746,facebook,friend,weak,2011
25866,4453,6533,facebook,friend,medium,2019
25867,4453,4956,twitter,follows,N/A,2018
25868,4453,48,twitter,follows,N/A,2021
25869,4453,4976,twitter,follows,N/A,2020
25870,4453,4130,twitter,follows,N/A,2016
25871,4453,3667,twitter,follows,N/A,2009
25872,4453,4856,twitter,follows,N/A,2009
25873,4453,2972,twitter,follows,N/A,2017
25874,4453,713,twitter,follows,N/A,2015
25875,1073,978,facebook,friend,medium,2021
25876,1073,5137,facebook,friend,strong,2016
25877,1073,3788,facebook,friend,weak,2014
25878,1073,3303,facebook,friend,medium,2013
25879,1073,3560,twitter,follows,N/A,2016
25880,1073,1737,twitter,follows,N/A,2015
25881,1073,2429,twitter,follows,N/A,2006
25882,1073,762,twitter,follows,N/A,2022
25883,1073,4418,twitter,follows,N/A,2018
25884,1073,5277,twitter,follows,N/A,2018
25885,1073,1627,twitter,follows,N/A,2013
25886,1073,313,twitter,follows,N/A,2008
25887,1073,2502,twitter,follows,N/A,2006
25888,144,1659,facebook,friend,medium,2009
